id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
2354	vinícius barros prehl	-0.2492	-0.1945	1	5	7	3	1	0.3744	2016.6667	0.3333	0.1248
2359	virgílio ribeiro guedes	-0.1619	-0.1583	1	33	96	57	41	23.9258	2017.3158	0.7193	0.4198
2366	vitória de souza oliveira	-0.0315	-0.3706	16	11	39	5	20	8.3333	2016.2	4	1.6667
2368	vivaldo logrado júnior	-0.249	0.0192	1	6	6	3	0	0	2021.6667	0	0
2375	vânia oliveira carvalho	-0.4929	-0.7309	13	9	33	8	25	8.9818	2016.125	3.125	1.1227
2383	waldesse p oliveira	0.4672	-0.0813	2	6	17	3	7	1.5536	2004	2.3333	0.5179
2384	waldesse piragé de oliveira	0.3011	-0.1374	2	5	14	6	0	0	2017.3333	0	0
2388	walmirton bezerra d’alessandro	-0.6897	-0.0753	6	5	14	3	0	3	2024	0	1
2391	walter andré dos santos moraes	-1.0144	0.2604	9	17	37	4	59	3.4963	2011.5	14.75	0.8741
2396	wanderson batista silva	-0.2816	-0.2801	8	10	12	6	1	0.4449	2018.8333	0.1667	0.0742
2401	warly neves de araújo	-0.5229	-0.0123	6	11	26	4	1	2.0513	2020.5	0.25	0.5128
2418	wilson t. aun	-0.6643	-0.1634	14	3	7	3	13	4.27	2009.6667	4.3333	1.4233
2423	xutao deng	1.8083	0.2869	4	28	293	22	172	80.9094	2019.6818	7.8182	3.6777
2424	yamba carla lara pereira	0.5848	0.557	7	12	16	3	0	0	2019.3333	0	0
2438	zeila coelho santos	-0.6918	-0.5041	8	4	16	5	4	1.3346	2013.2	0.8	0.2669
2441	zuleika santiago de medeiros carneiro	-0.294	0.1348	1	5	17	5	0	0	2022.8	0	0
2446	ângela miranda‐scippa	-0.9739	0.1973	9	14	22	3	124	6.7733	2014.3333	41.3333	2.2578
2449	édson donizetti verri	-0.4477	0.195	6	5	15	3	13	2.5833	2013.3333	4.3333	0.8611
2450	élcio leal	1.8129	0.3473	4	28	306	23	177	86.6094	2019.7391	7.6957	3.7656
2456	érika da silva maciel	-0.1271	-0.5006	3	13	16	4	1	2.0513	2021.75	0.25	0.5128
2458	érika martins braga	0.2625	-0.6074	15	3	6	3	63	4.0519	2011.3333	21	1.3506
2461	éster cerdeira sabino	1.901	0.297	4	28	270	21	200	87.5908	2019.381	9.5238	4.171
